nome,categoria,origem
Linguiça calabresa à milanesa,Carnes e derivados,TBCA 7.2
Linguiça calabresa assada no forno com sal,Carnes e derivados,TBCA 7.2
Linguiça calabresa cozida com óleo de soja e sal,Carnes e derivados,TBCA 7.2
Linguiça calabresa cozida com sal,Carnes e derivados,TBCA 7.2
Linguiça calabresa frita com óleo de soja e sal,Carnes e derivados,TBCA 7.2
Linguiça calabresa refogada com sal,Carnes e derivados,TBCA 7.2
Linguiça crua,Carnes e derivados,TBCA 7.2
Linguiça de frango crua (Sadia),Carnes e derivados,TBCA 7.2
Linguiça de frango crua (Seara),Carnes e derivados,TBCA 7.2
Linguiça de frango fresca frita com adição de gordura e sal,Carnes e derivados,TBCA 7.2
Linguiça de frango fresca frita sem sal,Carnes e derivados,TBCA 7.2
Linguiça de frango grelhada,Carnes e derivados,TBCA 7.2
Linguiça de frango/porco fresca crua,Carnes e derivados,TBCA 7.2
Linguiça de frango/porco fresca frita com sal,Carnes e derivados,TBCA 7.2
Linguiça de frango/porco fresca frita sem sal,Carnes e derivados,TBCA 7.2
Linguiça de frango/porco fresca grelhada/assada com óleo de soja sem sal,Carnes e derivados,TBCA 7.2
Linguiça de frango/porco fresca grelhada/assada com sal,Carnes e derivados,TBCA 7.2
Linguiça de frango/porco fresca grelhada/assada sem sal,Carnes e derivados,TBCA 7.2
Linguiça de frango/porco fresca refogada com sal,Carnes e derivados,TBCA 7.2
Linguiça de frango/porco fresca refogada sem sal,Carnes e derivados,TBCA 7.2
Linguiça de porco defumada crua,Carnes e derivados,TBCA 7.2
Linguiça de porco grelhada,Carnes e derivados,TBCA 7.2
Linguiça frango crua,Carnes e derivados,TBCA 7.2
Linguiça frescal de porco crua,Carnes e derivados,TBCA 7.2
Linguiça frita,Carnes e derivados,TBCA 7.2
Linguiça mista defumada crua (Sadia),Carnes e derivados,TBCA 7.2
Linguiça tipo calabresa fininha (Seara),Carnes e derivados,TBCA 7.2
Linguiça toscana crua,Carnes e derivados,TBCA 7.2
Lombo assado rechado com linguiça calabresa e sal,Carnes e derivados,TBCA 7.2
Lombo canadense defumado,Carnes e derivados,TBCA 7.2
Lombo de búfalo cru,Carnes e derivados,TBCA 7.2
Lombo de capão cru,Carnes e derivados,TBCA 7.2
Lombo de cordeiro cru,Carnes e derivados,TBCA 7.2
Lombo de ovelha cru,Carnes e derivados,TBCA 7.2
Lombo de porco  temperado cru,Carnes e derivados,TBCA 7.2
Lombo de porco à milanesa,Carnes e derivados,TBCA 7.2
Lombo de porco à milanesa com sal,Carnes e derivados,TBCA 7.2
Lombo de porco assado,Carnes e derivados,TBCA 7.2
"Lombo de porco assado e recheado com cebola, cenoura, pimentão vermelho e sal",Carnes e derivados,TBCA 7.2
"Lombo de porco assado e recheado com cebola, damasco, cogumelo paris com sal",Carnes e derivados,TBCA 7.2
Lombo de porco assado/grelhado com óleo de soja e sal,Carnes e derivados,TBCA 7.2
Lombo de porco cru,Carnes e derivados,TBCA 7.2
Lombo de porco empanado e frito com óleo de soja,Carnes e derivados,TBCA 7.2
Lombo de porco empanado e frito com óleo e sal,Carnes e derivados,TBCA 7.2
Lombo de porco frito com óleo de soja,Carnes e derivados,TBCA 7.2
Lombo de porco frito com óleo de soja e sal,Carnes e derivados,TBCA 7.2
"Lombo de porco grelhado/assado com manteiga, molho de abacaxi e mel e pimenta-do-reino",Carnes e derivados,TBCA 7.2
"Lombo de porco grelhado/assado com manteiga, molho de abacaxi e mel, pimenta-do-reino e sal",Carnes e derivados,TBCA 7.2
Lombo de porco grelhado/assado com sal,Carnes e derivados,TBCA 7.2
Lombo de porco refogadao com óleo e sal,Carnes e derivados,TBCA 7.2
Lombo de porco refogado com óleo,Carnes e derivados,TBCA 7.2
Lombom de cabrito cru,Carnes e derivados,TBCA 7.2
Mamão de cabrito cru,Carnes e derivados,TBCA 7.2
Maminha crua,Carnes e derivados,TBCA 7.2
Maminha frita com óleo de soja,Carnes e derivados,TBCA 7.2
Maminha frita com óleo de soja e sal,Carnes e derivados,TBCA 7.2
Maminha grelhada,Carnes e derivados,TBCA 7.2
Maminha grelhada com manteiga,Carnes e derivados,TBCA 7.2
Maminha grelhada com manteiga e sal,Carnes e derivados,TBCA 7.2
Maminha grelhada com óleo,Carnes e derivados,TBCA 7.2
Maminha grelhada com óleo e sal,Carnes e derivados,TBCA 7.2
Maminha grelhada/assada com sal,Carnes e derivados,TBCA 7.2
"Maminha sem gordura assada recheada com cebola, pimentão, tomate, linguiça calabresa e pimenta-do-reino",Carnes e derivados,TBCA 7.2
"Maminha sem gordura assada recheado com cebola, pimentão, tomate, linguiça calabresa e pimenta-do-reino com sal",Carnes e derivados,TBCA 7.2
Miolo de alcatra grelhada/assada com sal,Carnes e derivados,TBCA 7.2
Miolo de alcatra sem gordura grelhada,Carnes e derivados,TBCA 7.2
Miolo de alcatra sem gordura grelhada com manteiga,Carnes e derivados,TBCA 7.2
Miolo de alcatra sem gordura grelhada com manteiga e sal,Carnes e derivados,TBCA 7.2
Miolo de alcatra sem gordura grelhada com óleo,Carnes e derivados,TBCA 7.2
Miolo de alcatra sem gordura grelhada com óleo e sal,Carnes e derivados,TBCA 7.2
Miolo de boi cozido,Carnes e derivados,TBCA 7.2
Miolo de boi cozido com sal,Carnes e derivados,TBCA 7.2
Míudos de frango à milanesa,Carnes e derivados,TBCA 7.2
Míudos de frango à milanesa com sal,Carnes e derivados,TBCA 7.2
Míudos de frango à milanesa sem sal,Carnes e derivados,TBCA 7.2
Míudos de frango cru,Carnes e derivados,TBCA 7.2
Míudos de frango cru,Carnes e derivados,TBCA 7.2
"Mocotó bovino com feijão branco, tomate, caldo de mocotó, óleo, cebola, alho e sal",Carnes e derivados,TBCA 7.2
Moela de frango à milanesa,Carnes e derivados,TBCA 7.2
Moela de frango cozida,Carnes e derivados,TBCA 7.2
Moela de frango cozida com sal,Carnes e derivados,TBCA 7.2
Moela de frango crua,Carnes e derivados,TBCA 7.2
Molho à bolonhesa com sal,Carnes e derivados,TBCA 7.2
Mortadela,Carnes e derivados,TBCA 7.2
Músculo bovino sem gordura cru,Carnes e derivados,TBCA 7.2
Músculo de cordeiro sem gordura externa cru,Carnes e derivados,TBCA 7.2
Músculo refogao com óleo,Carnes e derivados,TBCA 7.2
Músculo sem gordura cozido,Carnes e derivados,TBCA 7.2
Músculo sem gordura cozido com batata doce e cenoura com óleo,Carnes e derivados,TBCA 7.2
Músculo sem gordura cozido com batata doce e cenoura com óleo e sal,Carnes e derivados,TBCA 7.2
Músculo sem gordura cozido com batata e cenoura com óleo,Carnes e derivados,TBCA 7.2
"Músculo sem gordura cozido com batata, cenoura, óleo e sal",Carnes e derivados,TBCA 7.2
Músculo sem gordura cozido com brócolis e cenoura com óleo,Carnes e derivados,TBCA 7.2
Músculo sem gordura cozido com brócolis e cenoura com óleo e sal,Carnes e derivados,TBCA 7.2
"Músculo sem gordura cozido com cenoura, ervilha e molho de tomate",Carnes e derivados,TBCA 7.2
"Músculo sem gordura cozido com óleo, cebola e alho",Carnes e derivados,TBCA 7.2
Músculo sem gordura cozido com sal,Carnes e derivados,TBCA 7.2
Músucolo sem gordura cozido com óleo e sal,Carnes e derivados,TBCA 7.2
"Músucolo sem gordura refogad com óleo, cebola e alho e sal",Carnes e derivados,TBCA 7.2
Orelha de porco cozida,Carnes e derivados,TBCA 7.2
Orelha de porco cozida com sal,Carnes e derivados,TBCA 7.2
Orelha de porco salgada crua,Carnes e derivados,TBCA 7.2
"Ossobuco (chambari) com mandioca (aipim, macaxeira)",Carnes e derivados,TBCA 7.2
Ossobuco (chambari) com mandioca e sal,Carnes e derivados,TBCA 7.2
"Ossobuco (chambari) cozido com salsa, cebolinha, pimenta-do-reino, com óleo, cebola,alho e sal",Carnes e derivados,TBCA 7.2
"Ossobuco cozido com salsa, cebolinha, pimenta-do-reino, com óleo, cebola e alho",Carnes e derivados,TBCA 7.2
Ossobuco de vitela com gordura cozida,Carnes e derivados,TBCA 7.2
Paçoca de charque,Carnes e derivados,TBCA 7.2
Paçoca de pinhão com sal,Carnes e derivados,TBCA 7.2
Paleta de boi sem gordura cozida com batata doce e cenoura com óleo e sal,Carnes e derivados,TBCA 7.2
Paleta de boi sem gordura cozida com óleo,Carnes e derivados,TBCA 7.2
Paleta de boi sem gordura crua,Carnes e derivados,TBCA 7.2
Paleta de cabrito crua,Carnes e derivados,TBCA 7.2
Paleta de cordeiro crua,Carnes e derivados,TBCA 7.2
Paleta de ovelha crua,Carnes e derivados,TBCA 7.2
Paleta de porco crua,Carnes e derivados,TBCA 7.2
Paleta sem gordura cozida,Carnes e derivados,TBCA 7.2
Paleta sem gordura cozida com batata doce e cenoura com óleo,Carnes e derivados,TBCA 7.2
Paleta sem gordura cozida com brócolis e cenoura com óleo,Carnes e derivados,TBCA 7.2
"Paleta sem gordura cozida com ervilha, cenoura e molho de tomate com sal",Carnes e derivados,TBCA 7.2
Paleta sem gordura cozida e refogada com óleo e sal,Carnes e derivados,TBCA 7.2
Paleta sem gordura frita com óleo de soja,Carnes e derivados,TBCA 7.2
Paleta sem gordura refogada com óleo,Carnes e derivados,TBCA 7.2
Paleta sem gordura refogada com óleo e sal,Carnes e derivados,TBCA 7.2
Palete de boi com gordura crua,Carnes e derivados,TBCA 7.2
"Palete de boi sem gordura cozida com ervilha, cenoura e molho de tomate",Carnes e derivados,TBCA 7.2
Palete de boi sem gordura cozida com sal,Carnes e derivados,TBCA 7.2
"Palete sem gordura cozida com batata, cenoura e óleo",Carnes e derivados,TBCA 7.2
"Palete sem gordura cozida com batata, cenoura e óleo com sal",Carnes e derivados,TBCA 7.2
Palete sem gordura cozida com brócolis e cenoura com óleo e sal,Carnes e derivados,TBCA 7.2
Palete sem gordura frita com óleo de soja e sal,Carnes e derivados,TBCA 7.2
Panelada com sal,Carnes e derivados,TBCA 7.2
Panelada sem sal,Carnes e derivados,TBCA 7.2
Patinho crua,Carnes e derivados,TBCA 7.2
Patinho sem gordura à milanesa frita com óleo,Carnes e derivados,TBCA 7.2
Patinho sem gordura à milanesa frita com óleo e sal,Carnes e derivados,TBCA 7.2
Patinho sem gordura frita com óleo de soja,Carnes e derivados,TBCA 7.2
Patinho sem gordura frita com óleo e sal,Carnes e derivados,TBCA 7.2
Patinho sem gordura grelhada,Carnes e derivados,TBCA 7.2
Patinho sem gordura grelhada com óleo,Carnes e derivados,TBCA 7.2
Patinho sem gordura grelhada com óleo e sal,Carnes e derivados,TBCA 7.2
Patinho sem gordura grelhado com manteiga,Carnes e derivados,TBCA 7.2
Patinho sem gordura grelhado com manteiga e sal,Carnes e derivados,TBCA 7.2
Patinho sem gordura grelhado/assado com sal,Carnes e derivados,TBCA 7.2
Patinho sem gordura refogad com óleo,Carnes e derivados,TBCA 7.2
Patinho sem gordura refogado com óleo e sal,Carnes e derivados,TBCA 7.2
Pato com pele cozido e assado,Carnes e derivados,TBCA 7.2
Pato inteiro assado com sal,Carnes e derivados,TBCA 7.2
Pé de frango cozido com óleo de soja e sal,Carnes e derivados,TBCA 7.2
Pé de frango cozido com sal,Carnes e derivados,TBCA 7.2
Pé de porco cozido,Carnes e derivados,TBCA 7.2
Pé de porco cozido com sal,Carnes e derivados,TBCA 7.2
Peito de boi sem gordura cozido com sal,Carnes e derivados,TBCA 7.2
Peito de boi sem gordura crua,Carnes e derivados,TBCA 7.2
Peito de boi sem gordura frita com óleo,Carnes e derivados,TBCA 7.2
Peito de boi sem gordura frita com óleo e sal,Carnes e derivados,TBCA 7.2
Peito de boi sem gordura grelhado,Carnes e derivados,TBCA 7.2
Peito de boi sem gordura grelhado com manteiga,Carnes e derivados,TBCA 7.2
Peito de boi sem gordura grelhado com manteiga e sal,Carnes e derivados,TBCA 7.2
Peito de boi sem gordura grelhado com óleo,Carnes e derivados,TBCA 7.2
Peito de boi sem gordura grelhado com óleo e sal,Carnes e derivados,TBCA 7.2
Peito de frango à milanesa,Carnes e derivados,TBCA 7.2
Peito de frango à milanesa cru,Carnes e derivados,TBCA 7.2
"Peito de frango com batata, óleo e sal",Carnes e derivados,TBCA 7.2
Peito de frango com brócolis e cenoura com óleo e sal,Carnes e derivados,TBCA 7.2
Peito de frango com brócolis e cenoura com óleo e sal,Carnes e derivados,TBCA 7.2
"Peito de frango com cenoura, chuchu, vagem, óleo, cebola, alho e sal",Carnes e derivados,TBCA 7.2
Peito de frango com pele cru,Carnes e derivados,TBCA 7.2
Peito de frango grelhado à pizzaiolo,Carnes e derivados,TBCA 7.2
Peito de frango refogado com cenoura e vagem,Carnes e derivados,TBCA 7.2
Peito de frango refogado com cenoura e vagem,Carnes e derivados,TBCA 7.2
Peito de frango sassami cru (Seara),Carnes e derivados,TBCA 7.2
Peito de frango sem pele assado,Carnes e derivados,TBCA 7.2
Peito de frango sem pele cozido,Carnes e derivados,TBCA 7.2
Peito de frango sem pele cozido com óleo de soja,Carnes e derivados,TBCA 7.2
Peito de frango sem pele cozido com óleo de soja e sal,Carnes e derivados,TBCA 7.2
Peito de frango sem pele cozido com sal,Carnes e derivados,TBCA 7.2
Peito de frango sem pele cru,Carnes e derivados,TBCA 7.2
Peito de frango sem pele frito com óleo de soja,Carnes e derivados,TBCA 7.2
Peito de frango sem pele frito com óleo de soja  e sal,Carnes e derivados,TBCA 7.2
Peito de frango sem pele grelhado,Carnes e derivados,TBCA 7.2
"Peito de frango sem pele grelhado com  óleo de soja, alho e pimenta do reino",Carnes e derivados,TBCA 7.2
"Peito de frango sem pele grelhado com óleo de soja, alho e pimenta do reino com sal",Carnes e derivados,TBCA 7.2
Peito de frango sem pele grelhado com sal,Carnes e derivados,TBCA 7.2
Peito de frango sem pele refogado,Carnes e derivados,TBCA 7.2
Peito de frango sem pele refogado com sal,Carnes e derivados,TBCA 7.2
Peito de peru cozido com óleo de soja e sal,Carnes e derivados,TBCA 7.2
Peito de peru cozido com sal,Carnes e derivados,TBCA 7.2
Peito de peru defumado,Carnes e derivados,TBCA 7.2
Peito de peru refogado com sal,Carnes e derivados,TBCA 7.2
Peito de peru sem pele à milanesa frito com óleo de soja,Carnes e derivados,TBCA 7.2
Peito de peru sem pele à milanesa frito com óleo de soja e sal,Carnes e derivados,TBCA 7.2
Peito de peru sem pele cru,Carnes e derivados,TBCA 7.2
Peito de peru sem pele cru,Carnes e derivados,TBCA 7.2
Peito de peru sem pele frito com óleo de soja,Carnes e derivados,TBCA 7.2
Peito de peru sem pele frito com óleo de soja e sal,Carnes e derivados,TBCA 7.2
Peito de peru sem pele grelhado/assado,Carnes e derivados,TBCA 7.2
Peito de peru sem pele grelhado/assado com sal,Carnes e derivados,TBCA 7.2
Pepperoni fatiado,Carnes e derivados,TBCA 7.2
Perna de cabrito crua,Carnes e derivados,TBCA 7.2
Perna de capão cru,Carnes e derivados,TBCA 7.2
Perna de cordeiro crua,Carnes e derivados,TBCA 7.2
"Perna de ovelha cozida com batata, cenoura, chuchu, abobrinha, ervilha em  vagem com óleo, cebola, alho, alecrim e pimenta do reino",Carnes e derivados,TBCA 7.2
"Perna de ovelha cozida com batata, cenoura, chuchu, abobrinha, ervilha em  vagem com óleo, cebola, alho, alecrim e pimenta do reino com sal",Carnes e derivados,TBCA 7.2
"Perna de ovelha cozida com batata, cenoura, chuchu, abobrinha, ervilha em vagem com óleo, cebola e alho,  alecrim, pimenta do reino e sal",Carnes e derivados,TBCA 7.2
Perna de ovelha cozida e assada com sal,Carnes e derivados,TBCA 7.2
Perna de ovelha perna crua,Carnes e derivados,TBCA 7.2
Pernil de porco assado,Carnes e derivados,TBCA 7.2
"Pernil de porco assado com tucupi, pimenta-de-cheiro, jambu, chicória e coentro bravo com sal",Carnes e derivados,TBCA 7.2
Pernil de porco cru,Carnes e derivados,TBCA 7.2
Pernil de porco frito com óleo de soja,Carnes e derivados,TBCA 7.2
Pernil de porco frito com óleo e sal,Carnes e derivados,TBCA 7.2
Pernil de porco grelhado/assado com sal,Carnes e derivados,TBCA 7.2
Pernil de porco refogado com óleo,Carnes e derivados,TBCA 7.2
Pernil de porco refogado com óleo e sal,Carnes e derivados,TBCA 7.2
Pernil e paleta de cabrito crus,Carnes e derivados,TBCA 7.2
"Peru assado inteiro recheado com farofa de mandioca, moela e fígado, tomate e azeitona com óleo, cebola, alho e sal",Carnes e derivados,TBCA 7.2
Peru congelado assado sem sal,Carnes e derivados,TBCA 7.2
Peru congelado cru,Carnes e derivados,TBCA 7.2
Peru inteiro assado com manteiga e sal,Carnes e derivados,TBCA 7.2
Pescoço de cabrito cru,Carnes e derivados,TBCA 7.2
Pescoço de frango sem osso e com pele cru,Carnes e derivados,TBCA 7.2
Pescoço de frango sem osso e sem pele cru,Carnes e derivados,TBCA 7.2
Picanha com gordura grelhada,Carnes e derivados,TBCA 7.2
Picanha com gordura grelhada com manteiga,Carnes e derivados,TBCA 7.2
Picanha com gordura grelhada com manteiga e sal,Carnes e derivados,TBCA 7.2
Picanha com gordura grelhada com óleo,Carnes e derivados,TBCA 7.2
Picanha com gordura grelhada com óleo e sal,Carnes e derivados,TBCA 7.2
Picanha com gordura grelhada com óleo e sal,Carnes e derivados,TBCA 7.2
Picanha com gordura grelhada com óleo e sal,Carnes e derivados,TBCA 7.2
Picanha com gordura grelhada com sal,Carnes e derivados,TBCA 7.2
Picanha crua,Carnes e derivados,TBCA 7.2
Picanha crua,Carnes e derivados,TBCA 7.2
Picanha grelhada/assada,Carnes e derivados,TBCA 7.2
Picanha grelhada/assada com sal,Carnes e derivados,TBCA 7.2
Picanha sem gordura grelhada,Carnes e derivados,TBCA 7.2
Picanha sem gordura grelhada com manteiga,Carnes e derivados,TBCA 7.2
Picanha sem gordura grelhada com manteiga e sal,Carnes e derivados,TBCA 7.2
Picanha sem gordura grelhada com óleo de soja e sal,Carnes e derivados,TBCA 7.2
Picanha sem gordura grelhada com óleo e sal,Carnes e derivados,TBCA 7.2
Picanha sem gordura grelhada com óleo e sal,Carnes e derivados,TBCA 7.2
Picanha sem gordura grelhada com óleo e sal,Carnes e derivados,TBCA 7.2
Picanha sem gordura grelhada com sal,Carnes e derivados,TBCA 7.2
Pieto de frango com pele assado,Carnes e derivados,TBCA 7.2
Ponta de aguulha crua,Carnes e derivados,TBCA 7.2
Presunto com capa de gordura,Carnes e derivados,TBCA 7.2
Presunto com capa de gordura (Sadia),Carnes e derivados,TBCA 7.2
Presunto cozido (Seara),Carnes e derivados,TBCA 7.2
Presunto cozido (Wilson),Carnes e derivados,TBCA 7.2
Presunto cozido para lanche,Carnes e derivados,TBCA 7.2
Presunto de peru cozido,Carnes e derivados,TBCA 7.2
Presunto sem capa de gordura,Carnes e derivados,TBCA 7.2
Presunto sem capa de gordura,Carnes e derivados,TBCA 7.2
Presunto tipo Parma,Carnes e derivados,TBCA 7.2
Pulmão bovino cozido,Carnes e derivados,TBCA 7.2
Pulmão de boi cozido com sal,Carnes e derivados,TBCA 7.2
Quarto dianteiro cru,Carnes e derivados,TBCA 7.2
Quarto dianteiro sem gordura cozida,Carnes e derivados,TBCA 7.2
"Quarto dianteiro sem gordura cozido com batata, cenoura, chuch e vagem com óleo, cebola e alho com sal",Carnes e derivados,TBCA 7.2
"Quarto dianteiro sem gordura cozido com batata, cenoura, chuchu e vagem com óleo",Carnes e derivados,TBCA 7.2
Quarto dianteiro sem gordura cozido com óleo,Carnes e derivados,TBCA 7.2
Quarto dianteiro sem gordura cozido com óleo e sal,Carnes e derivados,TBCA 7.2
Quarto traseiro com gordura greçhado com óleo e sal,Carnes e derivados,TBCA 7.2
Quarto traseiro com gordura grelhada com óleo,Carnes e derivados,TBCA 7.2
Quarto traseiro com gordura grelhada e molho de mostarda com sal,Carnes e derivados,TBCA 7.2
Quarto traseiro com gordura grelhado,Carnes e derivados,TBCA 7.2
Quarto traseiro com gordura grelhado com óleo e cebola,Carnes e derivados,TBCA 7.2
Quarto traseiro com gordura grelhado com óleo e sal,Carnes e derivados,TBCA 7.2
Quarto traseiro com gordura grelhado com sal,Carnes e derivados,TBCA 7.2
Quarto traseiro com gordura grelhado e molho de mostarda,Carnes e derivados,TBCA 7.2
Quarto traseiro com gordura grelhado e molho de tomate com sal,Carnes e derivados,TBCA 7.2
Quarto traseiro cru,Carnes e derivados,TBCA 7.2
Quarto traseiro sem gordura assado bacon com sal,Carnes e derivados,TBCA 7.2
Quarto traseiro sem gordura assado recheado com linguiça calabresa e sal,Carnes e derivados,TBCA 7.2
Quarto traseiro sem gordura assado recheado com queijo muçarela e sal,Carnes e derivados,TBCA 7.2
"Quarto traseiro sem gordura cozida com batata, cenoura, chuchu e vagem com óleo",Carnes e derivados,TBCA 7.2
"Quarto traseiro sem gordura cozida com batata, cenoura, chuchu e vagem com óleo e sal",Carnes e derivados,TBCA 7.2
Quarto traseiro sem gordura cozida com óleo e sal,Carnes e derivados,TBCA 7.2
Quarto traseiro sem gordura cozido,Carnes e derivados,TBCA 7.2
Quarto traseiro sem gordura cozido com óleo,Carnes e derivados,TBCA 7.2
Quarto traseiro sem gordura grelhado,Carnes e derivados,TBCA 7.2
Quarto traseiro sem gordura grelhado com manteiga,Carnes e derivados,TBCA 7.2
Quarto traseiro sem gordura grelhado com manteiga e sal,Carnes e derivados,TBCA 7.2
Quarto traseiro sem gordura grelhado com óleo,Carnes e derivados,TBCA 7.2
Quarto traseiro sem gordura grelhado com óleo,Carnes e derivados,TBCA 7.2
Quarto traseiro sem gordura grelhado com óleo e sal,Carnes e derivados,TBCA 7.2
Quarto traseiro sem gordura grelhado com óleo e sal,Carnes e derivados,TBCA 7.2
Quarto traseiro sem gordura grelhado com sal,Carnes e derivados,TBCA 7.2
Quartro traseiro com gordura grelhado com manteiga e sal,Carnes e derivados,TBCA 7.2
Quibe bovino assado,Carnes e derivados,TBCA 7.2
Quibe bovino assado,Carnes e derivados,TBCA 7.2
Quibe bovino cru com sal,Carnes e derivados,TBCA 7.2
Quibe bovino cru sem sal,Carnes e derivados,TBCA 7.2
Quibe bovino frito com sal,Carnes e derivados,TBCA 7.2
Quibe bovino industrializado frito,Carnes e derivados,TBCA 7.2
Quibe bovino industrializado frito,Carnes e derivados,TBCA 7.2
Quibe com carne bovina e quinoa assado,Carnes e derivados,TBCA 7.2
Quibe com carne bovina e quinoa assado com sal,Carnes e derivados,TBCA 7.2
"Rabada bovina com batata, agrião, molho de tomate, pimentão, óleo, cebola e alho com pimenta do reino e sal",Carnes e derivados,TBCA 7.2
"Rabada bovina com batata, agrião, molho de tomate, pimentão, óleo, cebola e alho com pimenta do reino sem sal",Carnes e derivados,TBCA 7.2
Rabo bovino cozido,Carnes e derivados,TBCA 7.2
Rabo de boi cozido,Carnes e derivados,TBCA 7.2
Rabo de boi cozido com sal,Carnes e derivados,TBCA 7.2
Rabo de crocodilo cru,Carnes e derivados,TBCA 7.2
"Rabo de jacaré à milanesa frit com óleo de soja, pimenta-do-reino, alho e sal",Carnes e derivados,TBCA 7.2
Rabo de porco salgado cru,Carnes e derivados,TBCA 7.2
Redondo de avestruz crua (carne),Carnes e derivados,TBCA 7.2
Rocambole de carne com sal,Carnes e derivados,TBCA 7.2
Rosbife fatiado,Carnes e derivados,TBCA 7.2
Roupa velha de charque com sal,Carnes e derivados,TBCA 7.2
Roupa velha de charque sem sal,Carnes e derivados,TBCA 7.2
Salame de porco,Carnes e derivados,TBCA 7.2
Salame hamburguês de porco,Carnes e derivados,TBCA 7.2
Salame italiano de porco,Carnes e derivados,TBCA 7.2
Salame milano de porco,Carnes e derivados,TBCA 7.2
Salaminho de porco,Carnes e derivados,TBCA 7.2
Salsicha aquecida,Carnes e derivados,TBCA 7.2
Salsicha de frango não aquecida,Carnes e derivados,TBCA 7.2
Salsicha de hot dog não aquecida,Carnes e derivados,TBCA 7.2
Salsicha longuette (não aquecida),Carnes e derivados,TBCA 7.2
Salsicha não aquecida,Carnes e derivados,TBCA 7.2
Salsichão não aquecida,Carnes e derivados,TBCA 7.2
Sangue de porco cru,Carnes e derivados,TBCA 7.2
Sarapatel com sal,Carnes e derivados,TBCA 7.2
Sarapatel de tracajá com sal,Carnes e derivados,TBCA 7.2
Sarapatel sem sal,Carnes e derivados,TBCA 7.2
Sobrecoxa de frango com pele assada,Carnes e derivados,TBCA 7.2
"Sobrecoxa de frango com pele assada com óleo de soja, alho e pimenta do reino",Carnes e derivados,TBCA 7.2
"Sobrecoxa de frango com pele assada com óleo de soja, alho, pimenta do reino e sal",Carnes e derivados,TBCA 7.2
Sobrecoxa de frango com pele assada com sal,Carnes e derivados,TBCA 7.2
Sobrecoxa de frango com pele crua,Carnes e derivados,TBCA 7.2
Sobrecoxa de frango sem pele assada,Carnes e derivados,TBCA 7.2
"Sobrecoxa de frango sem pele assada com óleo de soja, alho e pimenta do reino",Carnes e derivados,TBCA 7.2
"Sobrecoxa de frango sem pele assada com óleo de soja, alho e pimenta do reino com sal",Carnes e derivados,TBCA 7.2
"Sobrecoxa de frango sem pele assada com óleo de soja, alho, pimenta do reino e sal",Carnes e derivados,TBCA 7.2
Sobrecoxa de frango sem pele assada com sal,Carnes e derivados,TBCA 7.2
Steak tartare,Carnes e derivados,TBCA 7.2
Strogonoff de frango,Carnes e derivados,TBCA 7.2
Strogonoff de frango congelado com temperos e sal,Carnes e derivados,TBCA 7.2
Tender de frango com temperos e sal,Carnes e derivados,TBCA 7.2
Tender de porco com temperos e sal,Carnes e derivados,TBCA 7.2
Toucinho cru,Carnes e derivados,TBCA 7.2
Toucinho defumado (bacon) frito,Carnes e derivados,TBCA 7.2
Toucinho defumado (bacon) frito com alho e alecrim,Carnes e derivados,TBCA 7.2
Traseiro de boi com gordura grelhado com manteiga,Carnes e derivados,TBCA 7.2
Vaca atolada com sal,Carnes e derivados,TBCA 7.2
Vaca atolada sem sal,Carnes e derivados,TBCA 7.2
Vitela cozida,Carnes e derivados,TBCA 7.2
Vitela cozida sem óleo e com sal,Carnes e derivados,TBCA 7.2
Vitela crua,Carnes e derivados,TBCA 7.2
Xinxim de frango com sal,Carnes e derivados,TBCA 7.2
" Mamão verde, doce em calda, drenado",Frutas e derivados,TACO
" Mamão, doce em calda, drenado",Frutas e derivados,TACO
"Abacate, cru",Frutas e derivados,TACO
"Abacaxi, cru",Frutas e derivados,TACO
"Abacaxi, polpa, congelada",Frutas e derivados,TACO
"Abiu, cru",Frutas e derivados,TACO
"Açaí, polpa, com xarope de guaraná e glucose",Frutas e derivados,TACO
"Açaí, polpa, congelada",Frutas e derivados,TACO
"Acerola, crua",Frutas e derivados,TACO
"Acerola, polpa, congelada",Frutas e derivados,TACO
"Ameixa, calda, enlatada ",Frutas e derivados,TACO
"Ameixa, crua",Frutas e derivados,TACO
"Ameixa, em calda, enlatada, drenada ",Frutas e derivados,TACO
"Atemóia, crua",Frutas e derivados,TACO
"Banana, da terra, crua",Frutas e derivados,TACO
"Banana, doce em barra",Frutas e derivados,TACO
"Banana, figo, crua",Frutas e derivados,TACO
"Banana, maçã, crua",Frutas e derivados,TACO
"Banana, nanica, crua",Frutas e derivados,TACO
"Banana, ouro, crua",Frutas e derivados,TACO
"Banana, pacova, crua",Frutas e derivados,TACO
"Banana, prata, crua",Frutas e derivados,TACO
"Cacau, cru",Frutas e derivados,TACO
"Cajá-Manga, cru",Frutas e derivados,TACO
"Cajá, polpa, congelada",Frutas e derivados,TACO
"Caju, cru",Frutas e derivados,TACO
"Caju, polpa, congelada",Frutas e derivados,TACO
"Caju, suco concentrado, envasado",Frutas e derivados,TACO
"Caqui, chocolate, cru",Frutas e derivados,TACO
"Carambola, crua",Frutas e derivados,TACO
"Ciriguela, crua",Frutas e derivados,TACO
"Cupuaçu, cru",Frutas e derivados,TACO
"Cupuaçu, polpa, congelada",Frutas e derivados,TACO
"Figo, cru",Frutas e derivados,TACO
